minute,hour,concurrent_compactions
3994,66.5667,25
3995,66.5833,25
3996,66.6000,25
3997,66.6167,23
3998,66.6333,26
3999,66.6500,26
4000,66.6667,22
4001,66.6833,29
4002,66.7000,25
4003,66.7167,24
4004,66.7333,27
4005,66.7500,23
4006,66.7667,23
4007,66.7833,24
4008,66.8000,23
4009,66.8167,27
4010,66.8333,26
4011,66.8500,29
4012,66.8667,24
4013,66.8833,24
4014,66.9000,24
4015,66.9167,26
4016,66.9333,24
4017,66.9500,25
4018,66.9667,27
4019,66.9833,29
4020,67.0000,25
4021,67.0167,22
4022,67.0333,27
4023,67.0500,26
4024,67.0667,26
4025,67.0833,24
4026,67.1000,29
4027,67.1167,26
4028,67.1333,23
4029,67.1500,27
4030,67.1667,27
4031,67.1833,25
4032,67.2000,24
4033,67.2167,25
4034,67.2333,26
4035,67.2500,24
4036,67.2667,26
4037,67.2833,24
4038,67.3000,25
4039,67.3167,26
4040,67.3333,25
4041,67.3500,23
4042,67.3667,22
4043,67.3833,26
4044,67.4000,23
4045,67.4167,27
4046,67.4333,27
4047,67.4500,24
4048,67.4667,24
4049,67.4833,24
4050,67.5000,27
4051,67.5167,27
4052,67.5333,26
4053,67.5500,25
4054,67.5667,25
4055,67.5833,24
4056,67.6000,24
4057,67.6167,27
4058,67.6333,23
4059,67.6500,28
4060,67.6667,24
4061,67.6833,24
4062,67.7000,26
4063,67.7167,26
4064,67.7333,23
4065,67.7500,28
4066,67.7667,23
4067,67.7833,29
4068,67.8000,25
4069,67.8167,26
4070,67.8333,25
4071,67.8500,27
4072,67.8667,27
4073,67.8833,23
4074,67.9000,28
4075,67.9167,28
4076,67.9333,23
4077,67.9500,26
4078,67.9667,29
4079,67.9833,26
4080,68.0000,25
4081,68.0167,23
4082,68.0333,28
4083,68.0500,27
4084,68.0667,22
4085,68.0833,25
4086,68.1000,26
4087,68.1167,27
4088,68.1333,25
4089,68.1500,25
4090,68.1667,28
4091,68.1833,24
4092,68.2000,28
4093,68.2167,25
4094,68.2333,25
4095,68.2500,29
4096,68.2667,23
4097,68.2833,28
4098,68.3000,23
4099,68.3167,31
4100,68.3333,23
4101,68.3500,22
4102,68.3667,26
4103,68.3833,29
4104,68.4000,22
4105,68.4167,24
4106,68.4333,25
4107,68.4500,26
4108,68.4667,25
4109,68.4833,24
4110,68.5000,28
4111,68.5167,24
4112,68.5333,26
4113,68.5500,23
4114,68.5667,25
4115,68.5833,25
4116,68.6000,24
4117,68.6167,28
4118,68.6333,27
4119,68.6500,24
4120,68.6667,27
4121,68.6833,25
4122,68.7000,26
4123,68.7167,27
4124,68.7333,27
4125,68.7500,24
4126,68.7667,24
4127,68.7833,28
4128,68.8000,25
4129,68.8167,28
4130,68.8333,24
4131,68.8500,25
4132,68.8667,25
4133,68.8833,23
4134,68.9000,24
4135,68.9167,26
4136,68.9333,27
4137,68.9500,22
4138,68.9667,24
4139,68.9833,27
4140,69.0000,23
4141,69.0167,27
4142,69.0333,24
4143,69.0500,24
4144,69.0667,24
4145,69.0833,28
4146,69.1000,26
4147,69.1167,24
4148,69.1333,26
4149,69.1500,26
4150,69.1667,27
4151,69.1833,28
4152,69.2000,25
4153,69.2167,27
4154,69.2333,26
4155,69.2500,27
4156,69.2667,26
4157,69.2833,28
4158,69.3000,24
4159,69.3167,26
4160,69.3333,25
4161,69.3500,26
4162,69.3667,26
4163,69.3833,28
4164,69.4000,25
4165,69.4167,25
4166,69.4333,24
4167,69.4500,22
4168,69.4667,27
4169,69.4833,29
4170,69.5000,28
4171,69.5167,26
4172,69.5333,26
4173,69.5500,27
4174,69.5667,25
4175,69.5833,27
4176,69.6000,24
4177,69.6167,27
4178,69.6333,22
4179,69.6500,30
4180,69.6667,26
4181,69.6833,23
4182,69.7000,26
4183,69.7167,26
4184,69.7333,27
4185,69.7500,25
4186,69.7667,25
4187,69.7833,23
4188,69.8000,22
4189,69.8167,26
4190,69.8333,26
4191,69.8500,27
4192,69.8667,25
4193,69.8833,25
4194,69.9000,29
4195,69.9167,26
4196,69.9333,26
4197,69.9500,24
4198,69.9667,31
4199,69.9833,23
4200,70.0000,26
4201,70.0167,27
4202,70.0333,23
4203,70.0500,29
4204,70.0667,26
4205,70.0833,26
4206,70.1000,28
4207,70.1167,30
4208,70.1333,27
4209,70.1500,26
4210,70.1667,27
4211,70.1833,26
4212,70.2000,27
4213,70.2167,30
4214,70.2333,22
4215,70.2500,27
4216,70.2667,25
4217,70.2833,25
4218,70.3000,24
4219,70.3167,26
4220,70.3333,25
4221,70.3500,27
4222,70.3667,29
4223,70.3833,23
4224,70.4000,27
4225,70.4167,25
4226,70.4333,23
4227,70.4500,28
4228,70.4667,27
4229,70.4833,25
4230,70.5000,24
4231,70.5167,27
4232,70.5333,25
4233,70.5500,24
4234,70.5667,26
4235,70.5833,25
4236,70.6000,25
4237,70.6167,26
4238,70.6333,26
4239,70.6500,29
4240,70.6667,26
4241,70.6833,29
4242,70.7000,23
4243,70.7167,28
4244,70.7333,27
4245,70.7500,24
4246,70.7667,26
4247,70.7833,25
4248,70.8000,29
4249,70.8167,24
4250,70.8333,30
4251,70.8500,25
4252,70.8667,29
4253,70.8833,27
4254,70.9000,24
4255,70.9167,27
4256,70.9333,24
4257,70.9500,26
4258,70.9667,28
4259,70.9833,27
4260,71.0000,28
4261,71.0167,23
4262,71.0333,25
4263,71.0500,24
4264,71.0667,23
4265,71.0833,27
4266,71.1000,23
4267,71.1167,27
4268,71.1333,28
4269,71.1500,24
4270,71.1667,24
4271,71.1833,31
4272,71.2000,25
4273,71.2167,28
4274,71.2333,24
4275,71.2500,25
4276,71.2667,25
4277,71.2833,29
4278,71.3000,30
4279,71.3167,26
4280,71.3333,23
4281,71.3500,23
4282,71.3667,24
4283,71.3833,27
4284,71.4000,24
4285,71.4167,27
4286,71.4333,26
4287,71.4500,23
4288,71.4667,27
4289,71.4833,25
4290,71.5000,26
4291,71.5167,30
4292,71.5333,26
4293,71.5500,24
4294,71.5667,29
4295,71.5833,26
4296,71.6000,28
4297,71.6167,27
4298,71.6333,24
4299,71.6500,24
4300,71.6667,26
4301,71.6833,25
4302,71.7000,26
4303,71.7167,24
4304,71.7333,29
4305,71.7500,23
4306,71.7667,27
4307,71.7833,25
4308,71.8000,28
4309,71.8167,24
4310,71.8333,28
4311,71.8500,23
4312,71.8667,26
4313,71.8833,27
4314,71.9000,25
4315,71.9167,26
4316,71.9333,26
4317,71.9500,24
4318,71.9667,24
4319,71.9833,27
4320,72.0000,28
4321,72.0167,28
4322,72.0333,23
4323,72.0500,25
4324,72.0667,32
4325,72.0833,25
4326,72.1000,25
4327,72.1167,27
4328,72.1333,27
4329,72.1500,25
4330,72.1667,25
4331,72.1833,26
4332,72.2000,23
4333,72.2167,30
4334,72.2333,24
4335,72.2500,25
4336,72.2667,25
4337,72.2833,25
4338,72.3000,25
4339,72.3167,25
4340,72.3333,27
4341,72.3500,25
4342,72.3667,25
4343,72.3833,22
4344,72.4000,26
4345,72.4167,23
4346,72.4333,26
4347,72.4500,25
4348,72.4667,25
4349,72.4833,27
4350,72.5000,30
4351,72.5167,24
4352,72.5333,26
4353,72.5500,25
4354,72.5667,29
4355,72.5833,26
4356,72.6000,23
4357,72.6167,29
4358,72.6333,25
4359,72.6500,27
4360,72.6667,26
4361,72.6833,24
4362,72.7000,24
4363,72.7167,28
4364,72.7333,26
4365,72.7500,28
4366,72.7667,25
4367,72.7833,25
4368,72.8000,26
4369,72.8167,26
4370,72.8333,24
4371,72.8500,25
4372,72.8667,26
4373,72.8833,26
4374,72.9000,26
4375,72.9167,24
4376,72.9333,27
4377,72.9500,24
4378,72.9667,31
4379,72.9833,24
4380,73.0000,26
4381,73.0167,26
4382,73.0333,24
4383,73.0500,25
4384,73.0667,29
4385,73.0833,27
4386,73.1000,26
4387,73.1167,27
4388,73.1333,28
4389,73.1500,22
4390,73.1667,27
4391,73.1833,25
4392,73.2000,27
4393,73.2167,26
4394,73.2333,22
4395,73.2500,24
4396,73.2667,28
4397,73.2833,23
4398,73.3000,27
4399,73.3167,28
4400,73.3333,23
4401,73.3500,22
4402,73.3667,26
4403,73.3833,26
4404,73.4000,30
4405,73.4167,23
4406,73.4333,26
4407,73.4500,22
4408,73.4667,28
4409,73.4833,27
4410,73.5000,28
4411,73.5167,26
4412,73.5333,26
4413,73.5500,25
4414,73.5667,27
4415,73.5833,27
4416,73.6000,28
4417,73.6167,25
4418,73.6333,30
4419,73.6500,28
4420,73.6667,26
4421,73.6833,27
4422,73.7000,24
4423,73.7167,28
4424,73.7333,25
4425,73.7500,30
4426,73.7667,26
4427,73.7833,26
4428,73.8000,27
4429,73.8167,22
4430,73.8333,28
4431,73.8500,30
4432,73.8667,23
4433,73.8833,28
4434,73.9000,27
4435,73.9167,26
4436,73.9333,25
4437,73.9500,26
4438,73.9667,26
4439,73.9833,26
4440,74.0000,25
4441,74.0167,29
4442,74.0333,22
4443,74.0500,27
4444,74.0667,26
4445,74.0833,25
4446,74.1000,28
4447,74.1167,29
4448,74.1333,25
4449,74.1500,26
4450,74.1667,24
4451,74.1833,26
4452,74.2000,28
4453,74.2167,25
4454,74.2333,26
4455,74.2500,24
4456,74.2667,26
4457,74.2833,27
4458,74.3000,28
4459,74.3167,26
4460,74.3333,25
4461,74.3500,25
4462,74.3667,28
4463,74.3833,25
4464,74.4000,27
4465,74.4167,24
4466,74.4333,24
4467,74.4500,27
4468,74.4667,28
4469,74.4833,27
4470,74.5000,29
4471,74.5167,25
4472,74.5333,27
4473,74.5500,24
4474,74.5667,24
4475,74.5833,30
4476,74.6000,22
4477,74.6167,23
4478,74.6333,31
4479,74.6500,28
4480,74.6667,24
4481,74.6833,25
4482,74.7000,23
4483,74.7167,25
4484,74.7333,25
4485,74.7500,28
4486,74.7667,26
4487,74.7833,23
4488,74.8000,27
4489,74.8167,22
4490,74.8333,28
4491,74.8500,26
4492,74.8667,23
4493,74.8833,24
4494,74.9000,31
4495,74.9167,26
4496,74.9333,24
4497,74.9500,25
4498,74.9667,27
4499,74.9833,25
4500,75.0000,25
4501,75.0167,27
4502,75.0333,28
4503,75.0500,25
4504,75.0667,27
4505,75.0833,25
4506,75.1000,25
4507,75.1167,27
4508,75.1333,26
4509,75.1500,24
4510,75.1667,24
4511,75.1833,25
4512,75.2000,28
4513,75.2167,26
4514,75.2333,27
4515,75.2500,26
4516,75.2667,23
4517,75.2833,27
4518,75.3000,27
4519,75.3167,27
4520,75.3333,29
4521,75.3500,25
4522,75.3667,23
4523,75.3833,25
4524,75.4000,24
4525,75.4167,26
4526,75.4333,26
4527,75.4500,23
4528,75.4667,27
4529,75.4833,23
4530,75.5000,26
4531,75.5167,25
4532,75.5333,28
4533,75.5500,24
4534,75.5667,26
4535,75.5833,23
4536,75.6000,25
4537,75.6167,28
4538,75.6333,24
4539,75.6500,23
4540,75.6667,27
4541,75.6833,27
4542,75.7000,28
4543,75.7167,25
4544,75.7333,27
4545,75.7500,22
4546,75.7667,27
4547,75.7833,27
4548,75.8000,26
4549,75.8167,24
4550,75.8333,25
4551,75.8500,33
4552,75.8667,25
4553,75.8833,24
4554,75.9000,22
4555,75.9167,28
4556,75.9333,23
4557,75.9500,27
4558,75.9667,29
4559,75.9833,22
4560,76.0000,26
4561,76.0167,28
4562,76.0333,25
4563,76.0500,26
4564,76.0667,25
4565,76.0833,23
4566,76.1000,28
4567,76.1167,23
4568,76.1333,28
4569,76.1500,26
4570,76.1667,31
4571,76.1833,23
4572,76.2000,28
4573,76.2167,26
4574,76.2333,28
4575,76.2500,26
4576,76.2667,22
4577,76.2833,28
4578,76.3000,26
4579,76.3167,25
4580,76.3333,28
4581,76.3500,27
4582,76.3667,23
4583,76.3833,28
4584,76.4000,26
4585,76.4167,27
4586,76.4333,25
4587,76.4500,23
4588,76.4667,26
4589,76.4833,24
4590,76.5000,28
4591,76.5167,25
4592,76.5333,26
4593,76.5500,25
4594,76.5667,26
4595,76.5833,24
4596,76.6000,25
4597,76.6167,25
4598,76.6333,29
4599,76.6500,24
4600,76.6667,26
4601,76.6833,26
4602,76.7000,27
4603,76.7167,28
4604,76.7333,23
4605,76.7500,27
4606,76.7667,27
4607,76.7833,26
4608,76.8000,26
4609,76.8167,25
4610,76.8333,28
4611,76.8500,24
4612,76.8667,27
4613,76.8833,24
4614,76.9000,26
4615,76.9167,25
4616,76.9333,24
4617,76.9500,29
4618,76.9667,25
4619,76.9833,28
4620,77.0000,24
4621,77.0167,24
4622,77.0333,26
4623,77.0500,22
4624,77.0667,28
4625,77.0833,23
4626,77.1000,24
4627,77.1167,24
4628,77.1333,28
4629,77.1500,24
4630,77.1667,25
4631,77.1833,22
4632,77.2000,24
4633,77.2167,27
4634,77.2333,25
4635,77.2500,25
4636,77.2667,29
4637,77.2833,25
4638,77.3000,23
4639,77.3167,27
4640,77.3333,30
4641,77.3500,25
4642,77.3667,26
4643,77.3833,25
4644,77.4000,29
4645,77.4167,26
4646,77.4333,26
4647,77.4500,27
4648,77.4667,24
4649,77.4833,24
4650,77.5000,28
4651,77.5167,25
4652,77.5333,25
4653,77.5500,26
4654,77.5667,24
4655,77.5833,28
4656,77.6000,24
4657,77.6167,26
4658,77.6333,29
4659,77.6500,25
4660,77.6667,27
4661,77.6833,25
4662,77.7000,28
4663,77.7167,23
4664,77.7333,27
4665,77.7500,26
4666,77.7667,23
4667,77.7833,26
4668,77.8000,25
4669,77.8167,21
4670,77.8333,25
4671,77.8500,23
4672,77.8667,25
4673,77.8833,24
4674,77.9000,23
4675,77.9167,28
4676,77.9333,27
4677,77.9500,26
4678,77.9667,28
4679,77.9833,21
4680,78.0000,27
4681,78.0167,24
4682,78.0333,27
4683,78.0500,27
4684,78.0667,24
4685,78.0833,26
4686,78.1000,25
4687,78.1167,24
4688,78.1333,25
4689,78.1500,26
4690,78.1667,26
4691,78.1833,25
4692,78.2000,27
4693,78.2167,28
4694,78.2333,27
4695,78.2500,26
4696,78.2667,30
4697,78.2833,26
4698,78.3000,25
4699,78.3167,25
4700,78.3333,27
4701,78.3500,28
4702,78.3667,26
4703,78.3833,28
4704,78.4000,27
4705,78.4167,26
4706,78.4333,26
4707,78.4500,25
4708,78.4667,25
4709,78.4833,23
4710,78.5000,25
4711,78.5167,24
4712,78.5333,24
4713,78.5500,25
4714,78.5667,26
4715,78.5833,25
4716,78.6000,28
4717,78.6167,26
4718,78.6333,23
4719,78.6500,27
4720,78.6667,24
4721,78.6833,26
4722,78.7000,27
4723,78.7167,24
4724,78.7333,28
4725,78.7500,26
4726,78.7667,25
4727,78.7833,28
4728,78.8000,27
4729,78.8167,28
4730,78.8333,25
4731,78.8500,24
4732,78.8667,23
4733,78.8833,24
4734,78.9000,21
4735,78.9167,28
4736,78.9333,23
4737,78.9500,26
4738,78.9667,26
4739,78.9833,27
4740,79.0000,27
4741,79.0167,23
4742,79.0333,23
4743,79.0500,23
4744,79.0667,25
4745,79.0833,29
4746,79.1000,27
4747,79.1167,26
4748,79.1333,29
4749,79.1500,25
4750,79.1667,25
4751,79.1833,23
4752,79.2000,25
4753,79.2167,27
4754,79.2333,24
4755,79.2500,26
4756,79.2667,27
4757,79.2833,26
4758,79.3000,23
4759,79.3167,27
4760,79.3333,24
4761,79.3500,27
4762,79.3667,24
4763,79.3833,24
4764,79.4000,22
4765,79.4167,27
4766,79.4333,25
4767,79.4500,23
4768,79.4667,26
4769,79.4833,25
4770,79.5000,26
4771,79.5167,28
4772,79.5333,25
4773,79.5500,25
4774,79.5667,27
4775,79.5833,26
4776,79.6000,24
4777,79.6167,25
4778,79.6333,26
4779,79.6500,29
4780,79.6667,26
4781,79.6833,27
4782,79.7000,23
4783,79.7167,25
4784,79.7333,26
4785,79.7500,25
4786,79.7667,24
4787,79.7833,28
4788,79.8000,23
4789,79.8167,28
4790,79.8333,28
4791,79.8500,23
4792,79.8667,26
4793,79.8833,22
4794,79.9000,24
4795,79.9167,27
4796,79.9333,24
4797,79.9500,25
4798,79.9667,24
4799,79.9833,29
4800,80.0000,23
4801,80.0167,27
4802,80.0333,25
4803,80.0500,26
4804,80.0667,26
4805,80.0833,26
4806,80.1000,24
4807,80.1167,23
4808,80.1333,26
4809,80.1500,26
4810,80.1667,27
4811,80.1833,26
4812,80.2000,25
4813,80.2167,24
4814,80.2333,25
4815,80.2500,24
4816,80.2667,27
4817,80.2833,24
4818,80.3000,26
4819,80.3167,27
4820,80.3333,23
4821,80.3500,26
4822,80.3667,24
4823,80.3833,26
4824,80.4000,24
4825,80.4167,28
4826,80.4333,27
4827,80.4500,23
4828,80.4667,25
4829,80.4833,25
4830,80.5000,26
4831,80.5167,25
4832,80.5333,27
4833,80.5500,23
4834,80.5667,26
4835,80.5833,26
4836,80.6000,26
4837,80.6167,24
4838,80.6333,25
4839,80.6500,25
4840,80.6667,27
4841,80.6833,30
4842,80.7000,25
4843,80.7167,23
4844,80.7333,28
4845,80.7500,26
4846,80.7667,28
4847,80.7833,25
4848,80.8000,25
4849,80.8167,28
4850,80.8333,22
4851,80.8500,26
4852,80.8667,24
4853,80.8833,27
4854,80.9000,26
4855,80.9167,24
4856,80.9333,22
4857,80.9500,25
4858,80.9667,26
4859,80.9833,27
4860,81.0000,25
4861,81.0167,23
4862,81.0333,23
4863,81.0500,27
4864,81.0667,27
4865,81.0833,23
4866,81.1000,26
4867,81.1167,24
4868,81.1333,23
4869,81.1500,25
4870,81.1667,23
4871,81.1833,24
4872,81.2000,26
4873,81.2167,22
4874,81.2333,24
4875,81.2500,26
4876,81.2667,27
4877,81.2833,28
4878,81.3000,24
4879,81.3167,25
4880,81.3333,26
4881,81.3500,23
4882,81.3667,27
4883,81.3833,22
4884,81.4000,23
4885,81.4167,26
4886,81.4333,27
4887,81.4500,26
4888,81.4667,27
4889,81.4833,24
4890,81.5000,25
4891,81.5167,24
4892,81.5333,31
4893,81.5500,24
4894,81.5667,28
4895,81.5833,24
4896,81.6000,22
4897,81.6167,27
4898,81.6333,24
4899,81.6500,23
4900,81.6667,25
4901,81.6833,25
4902,81.7000,27
4903,81.7167,23
4904,81.7333,25
4905,81.7500,27
4906,81.7667,24
4907,81.7833,24
4908,81.8000,26
4909,81.8167,26
4910,81.8333,23
4911,81.8500,27
4912,81.8667,27
4913,81.8833,23
4914,81.9000,27
4915,81.9167,25
4916,81.9333,28
4917,81.9500,24
4918,81.9667,26
4919,81.9833,25
4920,82.0000,25
4921,82.0167,27
4922,82.0333,25
4923,82.0500,27
4924,82.0667,24
4925,82.0833,27
4926,82.1000,24
4927,82.1167,26
4928,82.1333,24
4929,82.1500,23
4930,82.1667,26
4931,82.1833,28
4932,82.2000,29
4933,82.2167,23
4934,82.2333,25
4935,82.2500,26
4936,82.2667,24
4937,82.2833,24
4938,82.3000,24
4939,82.3167,25
4940,82.3333,25
4941,82.3500,27
4942,82.3667,29
4943,82.3833,26
4944,82.4000,23
4945,82.4167,25
4946,82.4333,24
4947,82.4500,24
4948,82.4667,27
4949,82.4833,25
4950,82.5000,26
4951,82.5167,26
4952,82.5333,24
4953,82.5500,27
4954,82.5667,26
4955,82.5833,25
4956,82.6000,26
4957,82.6167,23
4958,82.6333,22
4959,82.6500,30
4960,82.6667,21
4961,82.6833,24
4962,82.7000,27
4963,82.7167,25
4964,82.7333,24
4965,82.7500,27
4966,82.7667,25
4967,82.7833,24
4968,82.8000,25
4969,82.8167,24
4970,82.8333,23
4971,82.8500,23
4972,82.8667,28
4973,82.8833,24
4974,82.9000,25
4975,82.9167,25
4976,82.9333,23
4977,82.9500,25
4978,82.9667,28
4979,82.9833,26
4980,83.0000,29
4981,83.0167,25
4982,83.0333,27
4983,83.0500,27
4984,83.0667,24
4985,83.0833,26
4986,83.1000,30
4987,83.1167,21
4988,83.1333,25
4989,83.1500,27
4990,83.1667,25
4991,83.1833,24
4992,83.2000,24
4993,83.2167,27
4994,83.2333,25
4995,83.2500,28
4996,83.2667,23
4997,83.2833,26
4998,83.3000,25
4999,83.3167,26
5000,83.3333,25
5001,83.3500,28
5002,83.3667,24
5003,83.3833,24
5004,83.4000,24
5005,83.4167,25
5006,83.4333,23
5007,83.4500,26
5008,83.4667,26
5009,83.4833,25
5010,83.5000,24
5011,83.5167,25
5012,83.5333,26
5013,83.5500,27
5014,83.5667,25
5015,83.5833,26
5016,83.6000,26
5017,83.6167,23
5018,83.6333,30
5019,83.6500,24
5020,83.6667,23
5021,83.6833,26
5022,83.7000,24
5023,83.7167,24
5024,83.7333,26
5025,83.7500,26
5026,83.7667,25
5027,83.7833,24
5028,83.8000,25
5029,83.8167,26
5030,83.8333,25
5031,83.8500,27
5032,83.8667,24
5033,83.8833,27
5034,83.9000,24
5035,83.9167,24
5036,83.9333,26
5037,83.9500,25
5038,83.9667,25
5039,83.9833,23
5040,84.0000,26
5041,84.0167,26
5042,84.0333,25
5043,84.0500,25
5044,84.0667,21
5045,84.0833,27
5046,84.1000,28
5047,84.1167,29
5048,84.1333,26
5049,84.1500,25
5050,84.1667,28
5051,84.1833,24
5052,84.2000,25
5053,84.2167,25
5054,84.2333,26
5055,84.2500,26
5056,84.2667,23
5057,84.2833,23
5058,84.3000,24
5059,84.3167,22
5060,84.3333,28
5061,84.3500,28
5062,84.3667,24
5063,84.3833,28
5064,84.4000,25
5065,84.4167,23
5066,84.4333,27
5067,84.4500,27
5068,84.4667,24
5069,84.4833,28
5070,84.5000,24
5071,84.5167,27
5072,84.5333,25
5073,84.5500,29
5074,84.5667,25
5075,84.5833,25
5076,84.6000,24
5077,84.6167,27
5078,84.6333,23
5079,84.6500,25
5080,84.6667,27
5081,84.6833,28
5082,84.7000,25
5083,84.7167,28
5084,84.7333,27
5085,84.7500,24
5086,84.7667,25
5087,84.7833,25
5088,84.8000,26
5089,84.8167,23
5090,84.8333,26
5091,84.8500,28
5092,84.8667,26
5093,84.8833,25
5094,84.9000,23
5095,84.9167,25
5096,84.9333,29
5097,84.9500,23
5098,84.9667,27
5099,84.9833,27
5100,85.0000,25
5101,85.0167,26
5102,85.0333,28
5103,85.0500,29
5104,85.0667,24
5105,85.0833,26
5106,85.1000,29
5107,85.1167,29
5108,85.1333,24
5109,85.1500,26
5110,85.1667,25
5111,85.1833,25
5112,85.2000,26
5113,85.2167,29
5114,85.2333,24
5115,85.2500,25
5116,85.2667,25
5117,85.2833,28
5118,85.3000,23
5119,85.3167,24
5120,85.3333,28
5121,85.3500,24
5122,85.3667,27
5123,85.3833,26
5124,85.4000,28
5125,85.4167,24
5126,85.4333,25
5127,85.4500,23
5128,85.4667,27
5129,85.4833,24
5130,85.5000,26
5131,85.5167,28
5132,85.5333,23
5133,85.5500,26
5134,85.5667,22
5135,85.5833,27
5136,85.6000,24
5137,85.6167,27
5138,85.6333,27
5139,85.6500,26
5140,85.6667,24
5141,85.6833,26
5142,85.7000,28
5143,85.7167,25
5144,85.7333,25
5145,85.7500,26
5146,85.7667,28
5147,85.7833,23
5148,85.8000,25
5149,85.8167,26
5150,85.8333,23
5151,85.8500,26
5152,85.8667,26
5153,85.8833,25
5154,85.9000,25
5155,85.9167,28
5156,85.9333,27
5157,85.9500,25
5158,85.9667,27
5159,85.9833,24
5160,86.0000,27
5161,86.0167,23
5162,86.0333,27
5163,86.0500,23
5164,86.0667,29
5165,86.0833,25
5166,86.1000,26
5167,86.1167,24
5168,86.1333,22
5169,86.1500,26
5170,86.1667,30
5171,86.1833,22
5172,86.2000,25
5173,86.2167,25
5174,86.2333,26
5175,86.2500,25
5176,86.2667,29
5177,86.2833,23
5178,86.3000,25
5179,86.3167,24
5180,86.3333,27
5181,86.3500,28
5182,86.3667,26
5183,86.3833,25
5184,86.4000,27
5185,86.4167,24
5186,86.4333,23
5187,86.4500,29
5188,86.4667,25
5189,86.4833,27
5190,86.5000,25
5191,86.5167,26
5192,86.5333,25
5193,86.5500,26
5194,86.5667,23
5195,86.5833,26
5196,86.6000,27
5197,86.6167,25
5198,86.6333,28
5199,86.6500,26
5200,86.6667,25
5201,86.6833,24
5202,86.7000,24
5203,86.7167,27
5204,86.7333,25
5205,86.7500,26
5206,86.7667,27
5207,86.7833,26
5208,86.8000,24
5209,86.8167,29
5210,86.8333,24
5211,86.8500,25
5212,86.8667,27
5213,86.8833,25
5214,86.9000,24
5215,86.9167,27
5216,86.9333,25
5217,86.9500,23
5218,86.9667,23
5219,86.9833,26
5220,87.0000,26
5221,87.0167,27
5222,87.0333,26
5223,87.0500,26
5224,87.0667,23
5225,87.0833,32
5226,87.1000,24
5227,87.1167,23
5228,87.1333,22
5229,87.1500,28
5230,87.1667,26
5231,87.1833,22
5232,87.2000,26
5233,87.2167,24
5234,87.2333,26
5235,87.2500,26
5236,87.2667,23
5237,87.2833,24
5238,87.3000,27
5239,87.3167,25
5240,87.3333,24
5241,87.3500,26
5242,87.3667,27
5243,87.3833,24
5244,87.4000,29
5245,87.4167,24
5246,87.4333,26
5247,87.4500,25
5248,87.4667,24
5249,87.4833,26
5250,87.5000,22
5251,87.5167,26
5252,87.5333,27
5253,87.5500,27
5254,87.5667,25
5255,87.5833,26
5256,87.6000,26
5257,87.6167,25
5258,87.6333,24
5259,87.6500,23
5260,87.6667,27
5261,87.6833,28
5262,87.7000,22
5263,87.7167,29
5264,87.7333,24
5265,87.7500,22
5266,87.7667,27
5267,87.7833,24
5268,87.8000,24
5269,87.8167,28
5270,87.8333,24
5271,87.8500,26
5272,87.8667,26
5273,87.8833,24
5274,87.9000,23
5275,87.9167,22
5276,87.9333,28
5277,87.9500,25
5278,87.9667,28
5279,87.9833,26
5280,88.0000,22
5281,88.0167,24
5282,88.0333,29
5283,88.0500,22
5284,88.0667,28
5285,88.0833,24
5286,88.1000,25
5287,88.1167,26
5288,88.1333,23
5289,88.1500,26
5290,88.1667,22
5291,88.1833,25
5292,88.2000,29
5293,88.2167,28
5294,88.2333,22
5295,88.2500,25
5296,88.2667,26
5297,88.2833,23
5298,88.3000,27
5299,88.3167,27
5300,88.3333,27
5301,88.3500,26
5302,88.3667,24
5303,88.3833,24
5304,88.4000,29
5305,88.4167,24
5306,88.4333,30
5307,88.4500,25
5308,88.4667,26
5309,88.4833,25
5310,88.5000,25
5311,88.5167,24
5312,88.5333,25
5313,88.5500,27
5314,88.5667,26
5315,88.5833,28
5316,88.6000,25
5317,88.6167,28
5318,88.6333,23
5319,88.6500,22
5320,88.6667,28
5321,88.6833,24
5322,88.7000,26
5323,88.7167,22
5324,88.7333,28
5325,88.7500,23
5326,88.7667,29
5327,88.7833,23
5328,88.8000,27
5329,88.8167,25
5330,88.8333,28
5331,88.8500,23
5332,88.8667,31
5333,88.8833,24
5334,88.9000,21
5335,88.9167,23
5336,88.9333,26
5337,88.9500,24
5338,88.9667,26
5339,88.9833,25
5340,89.0000,28
5341,89.0167,24
5342,89.0333,26
5343,89.0500,28
5344,89.0667,25
5345,89.0833,27
5346,89.1000,22
5347,89.1167,28
5348,89.1333,21
5349,89.1500,25
5350,89.1667,24
5351,89.1833,26
5352,89.2000,24
5353,89.2167,28
5354,89.2333,24
5355,89.2500,24
5356,89.2667,27
5357,89.2833,23
5358,89.3000,29
5359,89.3167,23
5360,89.3333,25
5361,89.3500,28
5362,89.3667,22
5363,89.3833,29
5364,89.4000,26
5365,89.4167,22
5366,89.4333,24
5367,89.4500,23
5368,89.4667,30
5369,89.4833,23
5370,89.5000,26
5371,89.5167,27
5372,89.5333,24
5373,89.5500,24
5374,89.5667,26
5375,89.5833,28
5376,89.6000,24
5377,89.6167,25
5378,89.6333,24
5379,89.6500,27
5380,89.6667,25
5381,89.6833,23
5382,89.7000,30
5383,89.7167,25
5384,89.7333,25
5385,89.7500,25
5386,89.7667,24
5387,89.7833,25
5388,89.8000,29
5389,89.8167,26
5390,89.8333,26
5391,89.8500,25
